ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8
0.052184150213615346,0.01312039871859648,0.015068804487986786,0.042015219906657165,0.01716350947892842,0.00910973402889842,0.036338678441282156,0.01700101651053252
0.005687899917949351,0.0207801094000896,0.002613735890454078,0.030553373914215302,0.021380967148857066,0.02797476404519119,0.0067821540762595025,0.007930224947376345
0.01730833181976528,0.005360944682902254,0.027758931013434494,0.014916493666697657,0.006227130121781401,0.0337014202154385,0.015959956226966273,0.04346031278599082
0.016599010132711436,0.03675707705969473,0.03463022883020594,0.03137696973712405,0.01214152974582046,0.03136231166385247,0.04422766070033193,0.01818343358324975
0.014370322367636773,0.0207426062149025,0.013422419414047017,0.0004027178430112157,0.002021289872116675,0.07548547143954365,0.012934967120474098,0.020704129720647738
0.039188687510143795,0.02718528799851267,0.01892159518166127,0.045379757408653236,0.001560774826246686,0.02102740186366657,0.008390494277602089,0.02197783018258846
0.014102679408138762,0.03158700922436247,0.011189434608503943,0.025045408705875585,0.009830673707576279,0.047519272257716294,0.021883146774584708,0.05635518858606149
0.01932284208412065,0.04139491314057884,0.0003496227646412997,0.009104627440212938,0.04070211304535429,0.001202844031131385,0.019739046265417146,0.023481817133299693
0.006438290939477053,0.002779927292677494,0.0232741842548793,0.03946007882542872,0.004223966464647067,0.04306359371259486,0.0263371331151076,0.047882568889176295
0.030296267665275933,0.06118680786666974,0.038280288863701314,0.030540322774727797,0.013431755422263486,0.020185378455139128,0.008461107727631449,0.0028699330301831293
0.012326302354313184,0.0012403825196025857,0.028004862601247803,0.0034195685615685542,0.015392091280805788,0.008178294738371695,0.012850912153930236,0.006468313905039709
0.014866194084416908,0.03218925883087309,0.018137040017803707,0.07892417599376159,0.0283091720237759,0.0361966591934543,0.00973752316272608,0.03463091320460731
0.02042346908876707,0.0010249258944808794,0.004376581688299324,0.0591580494106232,0.011329290405078437,0.004768175064714306,0.0016051298630442436,0.03863936257609217
0.057880544627506234,0.06384561116667065,0.009094213817301711,0.049272710590912296,0.017840401205819666,0.0464876057289598,0.02291268427437435,0.010795141843240468
0.033169154118900854,0.02196564934525853,0.009101564700356451,0.030744858981735138,0.028907678340435748,0.07281495403325185,0.030584311445495182,0.0028548309218678824
0.004131499571339355,0.026619125229889466,0.002165522031844354,0.026520390429296284,0.01637740096215205,0.02112139778645513,0.054354270779823396,0.0044133528259592
0.0388138203918763,0.0026208469687603562,0.03642217566549825,0.010203210696612123,0.006070370935893578,0.0031751946052805784,0.002778552862181615,0.019030687222551204
0.04435419223221698,0.0058654162472771615,0.008495462301903282,0.0676764615397139,0.06269296896159808,0.017579980678150205,0.026338944423162536,0.018094686271072743
0.03365500623082368,0.02472794692363061,0.012255413855109698,0.015637399727255575,0.008430377308024428,0.02645927260100971,0.004375723173224223,0.06686844559376959
0.055994341520058055,0.01694331418963408,0.024254166675841703,0.021997064733888832,0.0036821938751582513,0.04350499775893044,0.022181923149299076,0.020629605516807207
0.011962420226772503,0.07671155974435699,0.0310799920368024,0.0171036425718609,0.025103377251993984,0.04731906151659445,0.03696277688821018,0.03173188425092112
0.007311164030173612,0.00913308541663255,0.0026667743975400597,0.03192570058800933,0.03637079187499741,0.09272908222712942,0.05831283504640206,0.023707822325350146
0.03864809721530178,0.053010675461967846,0.03549307376554112,0.01795937412837023,0.03524250818191131,0.028265015944389474,0.016090248822007908,0.011501918256779162
0.01841540659524956,0.04980685340561069,0.027041356415957302,0.030827336241198926,0.021678950005730002,0.06077369575596945,0.0035155078634076208,0.052021536849396595
0.011760903650111763,0.00540074465926669,0.037093693094430474,0.002969975063632001,0.017362178093407784,0.023356859101898483,0.048770642691015234,0.02845144102332415
0.018596248474606506,0.01569890682844068,0.0025505998811999817,0.0009419852834415737,0.03782802980496725,0.0012464472691502194,0.0014033524249470936,0.008089680019680487
0.06359870938102535,0.007379552894649557,0.01120752107508159,0.004971657889890995,0.037168755354747264,0.05136010000493056,0.02857954952107665,0.0031580327587950306
0.012098780988952514,0.08906071959286635,0.008618604075627527,0.03855881926313478,0.0017608328200283405,0.007769648956406473,0.02976658682463611,0.025266357732823624
0.011641070548660273,0.0073583098716593145,0.009069627498640648,0.009082082396992812,0.0068449025303836735,0.011537947341899852,0.04241129941550232,0.05416334906717417
0.04939532614480445,0.024588698826844824,0.018243381690500923,0.022540262065272553,0.01489027034363086,0.015755610294475787,0.04989839269963068,0.054692074386772455
0.033041811114231774,0.017249631256493925,0.011735771197190511,0.05997604474363221,0.035537461670612315,0.02208820576149725,0.010596009087817767,0.02049746451548609
0.10247868251246357,0.05894324774456781,0.016788715821667445,0.023944658841267338,0.0032733761025943984,0.007867861384826307,0.010660919901998614,0.003232776079170477
0.0006620633994124632,0.06186330712919445,0.011489033267721644,0.027638660708088333,0.004405945446471131,0.011173683200270441,0.039591786480552525,0.03761432038095314
0.00028553389722455684,0.03395235756053975,0.03089092309678345,0.04942969745366084,0.018280341735612597,0.0637530542933284,0.020260989545088152,0.010928539026301712
0.008863450979483586,0.03477741354495257,0.060432605146315016,0.04648249852066179,0.014913933059945005,0.009824761906711705,0.037650004052042156,0.009196825868274175
0.010052936786961043,0.00413166460761361,0.007914094712723342,0.016365928288293058,0.001917701381339461,0.02268507833237242,0.012841895923230038,0.003952417568650457
0.00496009978011977,0.03409362528031248,0.010963861599771368,0.013602971871793608,0.006600308505116355,0.045593716164092954,0.00888839729458551,0.037639546455915454
0.03272224757625528,0.038974700450419994,0.020286882400695774,0.045986683352657924,0.03557398617299437,0.010923439591158646,0.003422170687561166,0.016926830569635214
0.01619515016114697,0.06960791740245358,0.03452029046453957,0.021802190047961433,0.03433025601494566,0.06095863447991336,0.01938836445426172,0.04369665684203328
0.005446206376982915,0.0399407007424419,0.0006305921048116648,0.008910481917740808,0.002252771103018708,0.005346454328919673,0.02200372149674397,0.0032997097680272356
0.020858273535263837,0.011403870279527486,0.022347656757012425,0.0276428306414706,0.03555847427275073,0.01753876641775812,0.03588313849082708,0.04034011905167188
0.010905054119638628,0.0005847356532653352,0.023041434831866433,0.047436611514858444,0.004527994635971909,0.015688665211986697,0.027601262299534055,0.06991299639259918
0.0053422247410378106,0.0066429251078201695,0.03504772277375171,0.053507808378467046,0.03919903228530425,0.027130310021739778,4.150476116385346e-5,0.021075658820701407
0.00983805837597466,0.01725987858910016,0.02666614389765223,0.053453065914854526,0.030584552944239115,0.059603711232906594,0.0010655271337865742,0.029058790925748906
0.04072559659966342,0.0005597481011349142,0.07079998862921366,0.055844171636264706,0.016350286657112283,0.021264429832161633,0.003918275420697356,0.02925762672096603
0.03019405423509042,0.008028627498650385,0.02610013197217583,0.059051562699119486,0.027881150687524083,0.0532795624691122,0.0020112845268954837,0.006329578329096612
0.025738498492372208,0.0007181957001750016,0.04664893403348105,0.002401667992406245,0.015582951012085844,0.05763150929903593,0.03040642721666124,0.014047476784226836
0.00796693085455401,0.014077112766706486,0.03396465156808891,0.07126396084297076,0.007705545307223363,0.002376418659558598,0.022195371377714,0.015003280141582299
0.010871407893166542,0.024568774617239986,0.008479913547766626,0.021745523080140723,0.03054039301818406,0.0397984348899402,0.0024667490726165008,0.022166274315036906
0.05604453422597053,0.017752411429219826,0.0013437248543426347,0.02083761015131114,0.007609925637619831,0.025743948055956062,0.048384075533813686,0.0540398272749092
0.04296230348456306,0.06627996598784869,0.009383207339460997,0.05016421604311077,0.0060222223230058415,0.018186822961092468,0.0016869234083316973,0.051274273394035015
