x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0.10591550767774606,0.042497869907329906,0.03266658372422228,0.022654153813911174,0.04487978426538147,0.0205222448173274,0.03699249563542585,0.1312412591705964,0.10013595915525918,0.12450090006247841,0.28794798423341555,0.045480890213933894,0.032966216455047166,0.098593383135095,0.22495733340440863,0.17610206045742138,0.007098773769786743,0.05538797871077746,0.04281419216069438,0.25737317545143773,0.11340051116073134,0.2432582278580453,0.06612016945503627,0.035202455190123105
0.1428089295281799,0.00045367939803178507,0.002032461533624784,0.06871310337757326,0.04815489696959961,0.07038498464277056,0.0703495319412128,0.0057994679944611965,0.006180228256451524,0.12226555890839243,0.3078834908352171,0.12474404106519695,0.07720407249470797,0.13156076977687772,0.2249251092168418,0.20597282847276896,0.042329068204343956,0.0792033625319025,0.07807380191055296,0.2980035704349953,0.12722768626908595,0.26134155759351807,0.05908707257731933,0.045278662741851716
0.104320079811432,0.05376120076342859,0.002382598378549924,0.014098192236716347,0.0310789164563551,0.009973554082564118,0.005577306093618108,0.026120816296498046,0.0036979689866400035,0.13388098593143333,0.2625987411171243,0.11777577116543772,0.07562538052976826,0.09689170798278858,0.1972316271290931,0.16538995147347635,0.013429808275767216,0.06528459958129415,0.02663908452639939,0.27552572085813154,0.06646824147338556,0.2035065468427493,0.006966981369186834,0.028792966905693454
0.1186896578597722,0.014226050107220695,0.02268543792934768,0.08893964728723408,0.06490251189271859,0.08565359062121841,0.09025757128771146,0.01798936839114567,0.03056584083104768,0.13106818708376533,0.33077377201418207,0.11368177469505275,0.07547602197015557,0.13740768044427953,0.22529908554146463,0.12780840188006756,0.04928891037714598,0.09212103683766987,0.05292476300363189,0.30281964505394315,0.1419811334294719,0.24257979331422208,0.034862917426959086,0.009913545040026351
0.13562379244638614,0.03847808299039298,0.03853511883578749,0.10061482146422987,0.07959092050952686,0.09193033919768737,0.09080233759918016,0.029509758482762476,0.009155276099955846,0.1394288288576511,0.3273629736117279,0.14075545094884673,0.10038307910960237,0.16611905647610567,0.23052914662598153,0.22595083955498044,0.05631930823867816,0.10335028207011414,0.09836932755180545,0.3172484311840935,0.1379868437044321,0.2662992325565784,0.019433851991480264,0.04336382794754
0.5640625185577308,0.5649505774619343,0.27276373981565794,1.4333117929242514,1.4662366831245142,0.4737804151122682,0.8408336319227744,0.16621735779112362,0.3960638342160583,0.7593861040557829,0.11956784731025895,0.5402449372453005,0.767148410717028,0.5881803655955657,0.6197348331287105,0.052772776405891245,1.3047375572752926,1.0786634141205718,1.2069847404982934,0.16408949488537536,0.5218271964510338,1.8935784530062125,0.7755506225201029,0.5944087871009546
0.05451878936934257,0.05633472211837357,0.005271961834241091,0.061161843502522274,0.04922170630348966,0.06662002000281807,0.04848481453115429,0.0035515313688473456,4.9883696107925146e-6,0.03806376672842693,0.11168682481261902,0.09560199032079633,0.30420227180582143,0.016910721929545493,0.19974798617267603,0.19054444700087786,0.017401715333157698,0.0662312852831904,0.04776008020562405,0.2933609653408078,0.03700182603029032,0.08355298100847225,0.28029762558438814,0.20887524533568277
0.12252820991907436,0.13961688322874918,0.036821919439186494,0.0041408547624199035,0.0923390862585924,0.06790105300631638,0.4284532788214154,0.11008919550938165,0.21180309948346052,0.08091355918503328,0.07529998990068408,0.05983312007032832,0.28266740277203134,0.14411844370230265,0.3898903369901212,0.17762910206579777,0.3820615680063433,0.3295967629980439,0.19515103805936318,0.09565331937801842,0.2638447631544634,0.1219684426009243,0.3665230320960645,0.1574721060790734
0.0643393696375461,0.008869266354369834,0.0059474994228050655,0.029195941340347274,0.015166606081087752,0.05417672151716367,0.032979076523014565,0.0031136375694701965,0.031032704855009436,0.10854485079834682,0.28788728365006305,0.04963836679079628,0.05098039240541622,0.11276272009789924,0.08841115509381874,0.23248814972824325,0.013600080106887107,0.06560906999042607,0.051498713765314647,0.1979801300505392,0.05559060965789182,0.10108809530605867,0.005082147011164756,0.019758809390518172
0.02881900323112406,0.034199499518344424,0.019207035350766795,0.09481392264468115,0.04496207147462295,0.07453439847847278,0.06873307888543821,0.02441755504774901,0.01198072056906537,0.13417795063121205,0.312007913457463,0.11810417596749176,0.042193701840917475,0.1398424950251353,0.1773392305448704,0.16354150791960334,0.06663732305400742,0.07125852151180799,0.07825528859881352,0.2676736591927492,0.13854140843601584,0.25493083103174435,0.03790325119297929,0.019591212058373452
0.11470130858538082,0.03331208093721631,0.02932598549057934,0.07960862385938883,0.061140328112864746,0.08350013458761739,0.0718994257318455,0.022961485886260572,0.023503596212972207,0.1419054032474449,0.32718931692449016,0.13961722539372126,0.08989168398130352,0.15612653773438795,0.24696431054834328,0.2010902833002557,0.042527730452169364,0.05028530703698431,0.05688927931868738,0.27068849508899745,0.11153647763382851,0.23393063364634067,0.04185318262405061,0.013205213579890355
0.05586534784427386,0.0312638468127278,0.029385952007233394,0.08703308375740836,0.054490862333778894,0.072254614251239,0.08029711873378077,0.012739706151179761,0.010046409710344727,0.11592048001495951,0.2693103702305876,0.14405017818251956,0.06312254725069404,0.0826904899879588,0.21795483781991074,0.184704553583271,0.024510856931859625,0.004817084508776905,0.05354430063689042,0.21511438862248997,0.02311725799865715,0.25204410606300015,0.02721792809908764,0.01013125871113781
0.08184796404307484,0.08466989481500856,0.026974080887096828,0.1530454946118457,0.11512197085744115,0.05134213861705274,0.01331601377396726,0.04819610613203401,0.006907839861174839,0.04900093657965145,0.07149119032619099,0.057081500351685174,0.0219210137806481,0.07461815045898337,0.19842086478907248,0.22110745280436933,0.047269725687313184,0.05828104786156849,0.08516713903935662,0.30944242334967537,0.1096891196189437,0.25908436909504445,0.06026164915988593,0.034801490176622124
0.04229126223491751,0.02096099953722656,0.03235188798540744,0.09649355772181581,0.07073175016688255,0.0918959018121147,0.0835624266747883,0.019246900671519733,0.024081983348860633,0.13001847895961435,0.29979901361936107,0.07626211327428686,0.29299153625540336,0.05588930741781052,0.22447120597439443,0.2119150146576118,0.06648447106016064,0.07497321183811592,0.09408062100147721,0.3059320624123405,0.1229744361902526,0.26324630033291774,0.016889664640083495,0.049821742940636064
0.0730510197014007,0.01669372984736495,0.09232792967363455,0.025358150981445136,0.0736725400956956,0.026177800247687115,0.022549399912901738,0.11799653721939571,0.11690528691204509,0.05597108411440596,0.14709153094687868,0.06546505578537383,0.06203261816659285,0.024190153630176188,0.215265190707396,0.012765239885552244,0.01635385553337924,0.09874940539620479,0.020410339959087063,0.14988182866808084,0.06449428181268878,0.26151791298277616,0.004513920650171316,0.05149482133414304
0.057060705265430826,0.00963631009744714,0.018809014864843356,0.048186308634312745,0.07127488656262253,0.09181562936777313,0.08090620306782365,0.059967304725214395,0.04339453175287162,0.0693535208509941,0.25378028573122113,0.1185988202101291,0.016954645308224114,0.11421118667393754,0.1275072261501115,0.07015230760247103,0.056404082653673596,0.018701421267203013,0.04388407223978636,0.19096096625199394,0.09233756337386145,0.209660031207085,0.024451186031464546,0.01389808351238592
0.04232976715309488,0.03066779308597882,0.1975844836435305,0.08227139491613636,0.030114650378941014,0.03749422677408544,0.07666896755872728,0.014635328698671292,0.03609343908081645,0.04060268891113491,0.3263001700598516,0.1443510432886631,0.003656084026104119,0.11079913573721213,0.14783169277342237,0.13107290612434525,0.014059121303313115,0.060634002373439036,0.0727873047204586,0.145802361077046,0.11820069710306294,0.0976231491981093,0.027997914461319367,0.01859797757964493
0.0974982657523083,0.00325771272895748,0.05866940949450607,0.07385810272175364,0.02059820401457083,0.00962433240015727,0.039006576442388745,0.01849673738641626,0.05197997726615956,0.016477295168567996,0.3216685189180758,0.10902157338006929,0.09583064881751333,0.15792404555340459,0.09512980186046813,0.14207073265114584,0.04053784069215511,0.019780728990085164,0.07138939302422406,0.2819221268771283,0.12973944724292016,0.20282326322812036,0.03192812918716773,0.06685857655741899
0.12796850726996717,0.010101460023770577,0.07915476430597611,0.07504766302603513,0.018966589417888282,0.06944165939822874,0.04890514746800444,0.011324873551505552,0.003497571803287924,0.11551186689497146,0.29964953299682556,0.12453638798577368,0.035702753088075204,0.1259630172225304,0.18870058044419355,0.14237980148739565,0.01489918980190059,0.01504386337404767,0.05140417338875788,0.2695958066606195,0.10895831645618473,0.24700310655614735,0.05352331207407318,0.02629050620076976
0.33550401132692287,0.08547237882862016,0.28886199625092546,1.3484350001026373,0.5539498269490682,0.7123338890659371,0.39641382465614966,1.0223336093638105,1.0149976785247916,0.3289267517534721,1.20666587694084,0.036782810063709856,0.8264926199863564,0.27838369343610303,0.05487583768673384,0.5425681453947905,0.1183195841709333,0.04725345990169282,0.35444359960117505,0.5657237250773189,0.13676662228370473,0.14151482205137605,0.05123406868494122,0.18141103607330925
0.024570583272208357,0.07811834511524382,0.01138313349686854,0.036229534865800044,0.265337200575096,0.0025121592974783127,0.06368712132685646,0.022960260485947123,0.2272206407526086,0.09807782479120843,0.24632585828936462,0.029437708890272557,0.08734113565724734,0.0935743511918166,0.09456382660502842,0.09388976510067829,0.22696166468827236,0.19333001285550616,0.22816338346899023,0.19610720323548333,0.054491898875834326,0.12337230882754723,0.014736650316096998,0.03812781050774598
