1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
197176.91638753042,0.9999999999999999,0.9813840627336298,0.9418049191481319,0.8524369075564083,0.7368227158892778,0.698759151231116,0.6428053182560053,0.6177879452473123,0.5911621291558515,0.559735316586351,0.5366148265847024,0.4969500397950752,0.4834307158362888,0.4579452899066127,0.4215002824856064,0.4036805276403609,0.3899369743891056,0.37969127667667457,0.3702177942183436,0.3432819263442105,0.3208167658662878,0.3122682773190864,0.3003426420733075,0.3037594246963581,0.28698610969656013,0.28609101392657293,0.2609101715353131,0.24800235900542278,0.2442307171832809,0.2616999366510563,0.2559716460662422,0.2537691368739414,0.24498312663094934,0.23912304205603874,0.23752151712069125,0.2271609218444225,0.21869392196707513,0.21843739352455913,0.2115945268278101,0.1962924312312817,0.18985239706319462,0.1869687765154515,0.17554776037702555,0.14454471973429223,0.1411857526974231,0.13362607246910185,0.13310510215607016,0.1342855588683093,0.13449627726578361,0.13192607557511404
10167.5635967671,1.0000000000000002,1.0293157642367616,1.0302633038319584,0.9353940963949988,0.8911927516599933,0.8245675952653251,0.7380828346738665,0.7239372251924479,0.6984922519692051,0.6520827706569077,0.5970187226190659,0.5419730222458985,0.5180795669165463,0.49562699176558167,0.43082219333374616,0.4052574005481797,0.3928380240448081,0.3804183206249908,0.3746558231372222,0.34012143453547333,0.3185285978122129,0.30249319416861975,0.2862303575345276,0.2945342424197208,0.25606475089083813,0.2574116454140686,0.24219915034526776,0.22820086518926558,0.21147819776427373,0.20214904448806922,0.19109751597165772,0.19062710937392413,0.1832431301927496,0.17356171458007688,0.17912284980517723,0.15716757970718384,0.1438135070400813,0.14445297140424554,0.13497273024602283,0.128405040142565,0.12471562136197112,0.12181524029330087,0.11271740985108376,0.10557919640454665,0.10426894705141992,0.09268703950934182,0.09213612282528873,0.09586354059617136,0.09524632179649037,0.09450896447034078
11033.63699441093,0.9999999999999998,0.9788959393694217,0.9496726735006756,0.8771675243981072,0.8186407780752449,0.7558406377577878,0.6926543713506975,0.661490729520637,0.6334693287100048,0.5980356598295238,0.5646782943985387,0.5425739697752006,0.5386062586133364,0.4851339681779735,0.4348629045929237,0.4630673738429469,0.4394420944542169,0.40612685098021795,0.41893974648825894,0.36476870214417895,0.3585994100882422,0.33917940715672246,0.30369262223049587,0.332953525285823,0.2893028659968543,0.27823872603151817,0.2602866218124916,0.24444714890494054,0.23579583327592668,0.23182307396046162,0.20836610726740182,0.20918350077530226,0.2003135311679799,0.20447703005353168,0.19903158548755967,0.18702726218020305,0.18089070847923733,0.1828275239283405,0.17554559348959486,0.16889375338404156,0.15574228281582297,0.1521096899656886,0.13883112646019496,0.1308453831927238,0.12840023438140846,0.11304388601150966,0.11327635002612213,0.11603456021978276,0.11153387594016234,0.11186191266498414
11601.468370532946,1.0,1.0348904432339698,1.0189037438243576,0.9609344503329512,0.940431086242878,0.8688858816898183,0.8168803443658038,0.7396658669680859,0.7060327414931169,0.6603732706222707,0.6077667007880704,0.5629639084381236,0.5455249228688233,0.5221709648579409,0.44793233066443405,0.4434976945364138,0.40763683254083244,0.3911718325959515,0.37793020335408534,0.32496252416159405,0.31622193307148244,0.3245489457010346,0.3204049069994391,0.3364540802072788,0.3202549714216659,0.32992088679857773,0.3179307325100104,0.28243530700289604,0.25457384223616053,0.23619910460072022,0.22426996861507073,0.229252039760272,0.2345923328545517,0.22978441125375307,0.22792380056141798,0.20921290923375302,0.19612473383311227,0.19003331680064753,0.1824305201986112,0.17223307797697882,0.16902947002304408,0.16678591916994676,0.1490017341067078,0.14332004371228207,0.14272335451730894,0.12483014234004924,0.12338546172719328,0.12705706112802825,0.12231675356924623,0.12212124404259536
13269.0671802558,1.0000000000000002,1.0039093670425623,0.9768897747324152,0.9119414544134147,0.8665935089220064,0.8054172494825756,0.7404524334979453,0.7209359709577134,0.693249182519249,0.6595508689479491,0.6108165064572634,0.5543701418560742,0.5248679008181666,0.5055580407983824,0.4699260812819607,0.4532659612188473,0.4311387079322032,0.3950037420977064,0.37166787139626684,0.3661001796960994,0.35577439320162607,0.3442987598487348,0.31823534249335605,0.3404396522199506,0.3250804550879166,0.3174839110528178,0.2939887955481127,0.2747869889953667,0.26559211021208207,0.24784166202005764,0.23759486007081054,0.23896789329230964,0.22517366678777012,0.219021407531575,0.21503430646758884,0.2150260478939816,0.19629419901473966,0.19172968109485272,0.1810579372914983,0.15521026633002966,0.1405288338085726,0.13744431650772015,0.12619558757010604,0.12289578995694256,0.12077842774828125,0.1093595219064095,0.10908083991773114,0.10983402428913143,0.10845295514592691,0.10818420202602998
15734.875626503086,1.0000000000000002,1.0074939707025663,0.94338814705041,0.8537309932836399,0.8347464652246833,0.7928574753719851,0.7350665554130537,0.6908006022428113,0.6659000330025641,0.634437359389338,0.5715198830648872,0.5172573131900307,0.4938339532353712,0.4799781793685291,0.43271270710143406,0.4357273972246635,0.42658933331230575,0.4267897075077059,0.4269023911826685,0.3980696037580297,0.35063727397875666,0.338847080289975,0.32027161017792133,0.3376156219642067,0.310923121812428,0.30559753998677475,0.2708474683840589,0.23958383167072586,0.23332237971560799,0.21011664462342067,0.1960801968855337,0.19445423429528189,0.19230445384277045,0.1827285403653688,0.1828822344376287,0.16561394324997653,0.15452393029074799,0.1648504723196805,0.15545479897362205,0.1449365210312735,0.1403202181603982,0.13764021514304295,0.11867713404874267,0.11353020291910429,0.11201525528687185,0.10190102627530208,0.10099363817263671,0.1046921236621356,0.10199924102218924,0.10016763279752904
14934.042177394596,1.0,1.024185433883377,1.0424294922281603,0.9511873427209645,0.8857596977430797,0.8166764735837575,0.7149538330011919,0.7051962237699001,0.6832532305968376,0.632978637108571,0.5912230035195023,0.569182149103258,0.5658507985963792,0.49958306675528463,0.4544075701218187,0.4774769642999117,0.45494933746303723,0.4298195116563518,0.42112324497941606,0.39806223646056405,0.373066317166671,0.3794300710847736,0.3658199692414551,0.37083141429113087,0.3505246597165721,0.347655383571871,0.32226015696250493,0.3132003799547253,0.28227799245618446,0.26809612933236404,0.24686784637484524,0.2532297627593645,0.23660640117836457,0.23710521053780712,0.23721736566587137,0.21580165508587962,0.20418714160211796,0.20385618836517086,0.1902007992519199,0.18245957523904632,0.17203637953312073,0.1700056677958994,0.15192417782700557,0.14857038261675032,0.1414047584208418,0.12527171235548878,0.1252442131296468,0.12375717926678319,0.12188793329322561,0.12161383506748837
16726.16290548709,0.9999999999999999,0.9881542083815071,0.9837832305221368,0.9070615345544499,0.8516054832433722,0.7973919742824759,0.7221256773150064,0.7009725981636074,0.6686978751397845,0.6343521399106127,0.5599199916672724,0.5111125081339237,0.4900835136038023,0.47498582190825733,0.4318989642238174,0.3949065765623423,0.3953474971868076,0.3609327727711491,0.3484537032582353,0.30224332836574874,0.29624616173053775,0.2766198212031373,0.2846820305910088,0.2812433027623961,0.2602019185649421,0.26577324532026947,0.2347572651526961,0.22088500374090597,0.20999800932323617,0.21214430125984673,0.20345051087065696,0.20486545365320807,0.19898711186371007,0.19982425588111033,0.19335193814407559,0.17112061532907813,0.15066290001136395,0.14746015994947975,0.14066118235769712,0.13375259845529716,0.12886475684894802,0.126833471047033,0.11571983003627254,0.10751921983133335,0.10302185463919292,0.08708422687185728,0.08557917878441466,0.08806783989546446,0.08785140411073092,0.08632699115885653
15427.679744020945,1.0,0.9361134464595687,0.9211027125046047,0.8927399510071612,0.8549165964626739,0.7785825513463029,0.7062342112259452,0.661325160428717,0.6357436866036333,0.5933807880235891,0.5891980240288774,0.5327319569588799,0.4980583701574789,0.4739407560953976,0.4632801748362867,0.439696960542363,0.4460322475406622,0.42416606289234793,0.4088366223610122,0.3687818640417945,0.36138400353661854,0.33682573094066726,0.3261779220588757,0.337664380086901,0.3044697484466387,0.2991353094572282,0.22999530246523733,0.21337063328821612,0.20586471691003036,0.20576376124650866,0.19244508704558894,0.1921871178242381,0.1806121970959442,0.17943187746837544,0.17122532579919886,0.15191496510165117,0.14399962031941593,0.14393285398450265,0.1369169299677005,0.12197166358455816,0.1099448355707983,0.10916735834937473,0.0971859721490862,0.09291116640128357,0.09043803493183247,0.08278844879052509,0.08271561793728031,0.08883122277584682,0.0889190397345992,0.08890936644985267
13819.493760608124,1.0000000000000002,1.0364807676148706,0.9717937499398226,0.9116192767032925,0.8161528465596903,0.7820079541833281,0.7149365791188028,0.6793607650064056,0.6456888224057029,0.5780423951250556,0.6063875652524572,0.5591705279402527,0.49277581249567226,0.45420235121727554,0.4355256104855627,0.4143108313179446,0.39844075565938064,0.38004463497429125,0.3976686461969569,0.3345266981869194,0.3148526240026917,0.3180722225557633,0.30281310555203284,0.3163169529252951,0.2854695490693353,0.3052406690989047,0.27505463962445065,0.2748423858663876,0.2710390531810324,0.24549159075506077,0.24018742253698122,0.24332652933720517,0.23329218302031327,0.22281442665690954,0.19922911097738427,0.18741158892495474,0.1784177638374574,0.18317262838722165,0.17886281666124162,0.1712415326996384,0.1668521366278581,0.1660519311845612,0.15339560801965416,0.139458604006939,0.13783304813926722,0.13369146389126765,0.1320080826907376,0.13250135979409777,0.1284228665841744,0.12851945182018437
