ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,ss13,ss14,ss15,ss16,ss17,ss18,ss19,ss20,ss21,ss22,ss23,ss24
0.011056628732522661,0.0015727905151419995,0.10115126474295084,0.09693293033598407,0.02416922413399336,0.05417770305799851,0.08075369803153151,0.07283958020983515,0.004936926536004505,0.0952587696577713,0.126445895883266,0.055737358573005595,0.006643367708081577,0.04300663803795431,0.11504534852141032,0.3135259587783869,0.011883530802876366,0.11408196275727417,0.008504376805110257,0.01985539867748511,0.1618987093507313,0.049692698408142603,0.09076032057858967,0.07319759100213832
0.03934782860438432,0.02674837362601787,0.04323598074325058,0.05064068267819856,0.09857542382365624,0.06594197493409049,0.04666630366573109,0.07660508179035563,0.07101702034337326,0.027065717787392144,0.08294650108822359,0.07954625321391064,0.06504026543854984,0.04173835399130033,0.04810036822352085,0.01020828711511712,0.00011705451856843554,0.028701605914981162,0.058633236053922184,0.007847963173181729,0.34737709377442827,0.05121017830907811,0.10381591499719843,0.10518780245252099
0.06183723346121721,0.02480388876183559,0.022214317245118076,0.07465267396491446,0.10646739669767388,0.12180444312502911,0.027097168349270888,0.03196995315819847,0.0005239008006796663,0.175061377166502,0.10680549366761258,0.004747985048546323,0.03174212416731511,0.10496961476399476,0.07383090857485536,0.06630943605521802,0.02671828276195826,0.018677786651315174,0.059170090815225895,0.03902233059312168,0.12285755365771112,0.17327169774837697,0.03822151581401339,0.1435313855680379
0.04556717791631235,0.044722140698835,0.13469742913544777,0.04498841392041,0.018890091191710666,0.07840540706411361,0.00029706245470359266,0.15213088992714258,0.004216604653994201,0.09149226993382216,0.11939616465575674,0.03686909044179659,0.029341427357991043,0.117586031402495,0.10345288296351701,0.2186724510137037,0.08911671214866337,0.04456286773010462,0.10966904819149563,0.10942247085077043,0.07126498802531495,0.010337152623641646,0.08811593082874485,0.08859098883561752
0.0586868731538835,0.03190871273777247,0.026612602307372595,0.041938050234429515,0.03517078905644308,0.024281962268142228,0.0988496122283757,0.031880408846236344,0.017706274351110787,0.09442788064369029,0.0976915438518932,0.05826059870944237,0.0069105410736986705,0.06175156462807208,0.00046472599048075273,0.1561541188740274,0.0010667473532420637,0.14002505405074103,0.08038071625583201,0.2125750930289845,0.2527231198401749,0.04859162182053499,0.039218619744776126,0.0678174468194493
0.0009146161339166121,0.04945725065644237,0.023192052110586742,0.05597734310840639,0.10781013006602415,0.11231624400974864,0.04133372579861262,0.003692796442758047,0.0028351650624391395,0.08135904409107084,0.09467997571813258,0.012026198285484138,0.02297473901910784,0.06750676245784508,0.06178625222319805,0.05540484408747341,0.06033497319498686,0.04327847045215673,0.15548257068480847,0.09812797103752158,0.0003337925021110436,0.03720697705110334,0.06485166915005386,0.01199472394055366
0.027530513248348525,0.010736960728519894,0.05011188912287776,0.028628228319681977,0.08060108254053187,0.07550383434151052,0.00664466937349629,0.006630485495657312,0.007055075670307921,0.10714554415176282,0.1641929579706453,0.11302436497502856,0.07700756087013355,0.07818561710203689,0.022027444772300498,0.26429100950830786,0.11386216205209183,0.10775969702612583,0.058313633877900395,0.08689094291128159,0.16484424763159417,0.06553852966150273,0.09878147250345382,0.034269407574126116
0.024725737848839215,0.06137546164581417,0.0790852091148809,0.03728519413858189,0.035456934152845926,0.07234155593891112,0.09476916182413904,0.14689397897863488,0.15127946025305203,0.15818558850857958,0.02063657892789497,0.040784492225944304,0.06289969964553532,0.06434401690043987,0.09606792412482486,0.09471044537807176,0.03863029506764776,0.038904402813382775,0.10116332809302928,0.09526422938254589,0.0722739956756608,0.05902452928794682,0.06930786494984485,0.10734493993259007
0.033862660845651614,0.02240293906524164,0.04629586620587304,0.05244721949504635,0.03624591738275017,0.0939672902343627,0.0878440542006532,0.07048229115284532,0.08281001275332449,0.09378390160180025,0.12959947287490428,0.013807923413077024,0.024339376283183726,0.020367874161868037,0.0836288259662643,0.1295947016272386,0.021158802910593667,0.06668770210916053,0.17222746581805828,0.09112917197583828,0.2627433268704615,0.09274918282321597,0.04822505033575177,0.08631895014713135
0.007775625359331658,0.013576947304050431,0.04717883605004724,0.01852115420281188,0.07670255287912515,0.06750216062122331,0.004471965255567603,0.029423915774074227,0.03928505552762949,0.07617712240244476,0.10553091606886311,0.06488433282339798,0.0020657485054321346,0.10387013181233909,0.06233931892346908,0.1928983118089869,0.024067756917965814,0.007668147073643581,0.07030800920197057,0.008449708224796957,0.311703310149589,0.04045366758440749,0.06802090239906029,0.02773461632585832
0.04372925919764923,0.002381862576478745,0.05148776588144006,0.0062840983236040985,0.143717546413581,0.06461133737064323,0.1465746834835807,0.07541465606154575,0.026010741702255993,0.1351819517952347,0.0006979259038587025,0.023528651172229298,0.0033512744622698266,0.2275384181257959,0.013376402912818334,0.17981739650858883,0.01816448055120699,0.021610816780387457,0.0681112969653509,0.0768697883193598,0.06537582201033021,0.010320513890766153,0.10551764755067393,0.044132551980805616
0.016702115090471314,0.0013664961527687456,0.031481750725863074,0.03573901615500228,0.13659137294920523,0.13833073771337587,0.003933585361825343,0.04652591394896636,0.07401664163807256,0.03185401271050707,0.10139120951423039,0.03251482405818561,0.021166782557907698,0.09033788494746557,0.025811292542464028,0.1364089676139585,0.06463838544468062,0.010976240628812901,0.010417725000991711,0.034439041607308464,0.47185081536579493,0.06127907459425247,0.11473274018244453,0.08209419995108529
0.07652128440508807,0.04590694993095604,0.012410777877301347,0.07865029474889532,0.03779171304567434,0.043714371933578265,0.066662247302135,0.01041132348635237,0.009122727121198937,0.12911734506278585,0.203634580225498,0.00043342434212986514,0.003356597030099851,0.05722163261616416,0.1432231219853384,0.12261454192719375,0.09417510556358119,0.10883363288425262,0.05209498725684858,0.14903147879422488,0.13701139120604533,0.03864430301970421,0.12403093968944011,0.06801810308031231
0.01445471118035725,0.16637504522164775,0.05274399887301567,0.04638582286952911,0.010621257692798177,0.012282535479481329,0.0022740516353031482,0.09943208733567718,0.019193811195190737,0.14616771531655273,0.0760980697247275,0.06971086383779285,0.09813743883843559,0.29227115623723465,0.10942007059719953,0.09500835875641657,0.07626242692651866,0.10164695353784134,0.170945672127737,0.0913728187107371,0.005805118334203552,0.01620567309641657,0.004507807148939461,0.07714620965204405
0.002739610352396303,0.03787254681983215,0.03275351120076479,0.07877268064592378,0.12183111634743794,0.07493251895050512,0.03910951214697843,0.07690100792167062,0.05991517828229894,0.1112533890270939,0.04837107996810244,0.07854483804765489,0.0029629854492371176,0.05630420366093544,0.005270542008054154,0.1869451276530721,0.015691539631382475,0.07135056262192627,0.17496505165295295,0.03503396063065508,0.08341960383847419,0.0877798061775753,0.04413420740822103,0.12886930261533852
0.01808055546113132,0.03460382665786525,0.05746344418192742,0.017637184385786205,0.02349272817004796,0.053306443740227805,0.03050796136938601,0.009396538980000226,0.06622637642326189,0.08483853357215794,0.006166265803941851,0.08830409704150356,0.045098213284309456,0.05624586264920886,0.026491673294236975,0.04886316250264503,0.11579101029859971,0.04025692455365858,0.030031469576412905,0.14958875173464609,0.33496476799371316,0.043440789049420614,0.032049219544169144,0.02738675639374257
0.06230482554704641,0.008152387736446038,0.07184902077267541,0.07321519841103924,0.11513764030087864,0.05534083033671325,0.029825191010681634,0.013494908071408145,0.10444126229321514,0.11516784694983617,0.03796940270066664,0.06314085754677923,0.06540374552096131,0.07592053315546536,0.10562991213223344,0.03548597819736358,0.06930953899733075,0.0031830374037255366,0.0019441909474009864,0.02907370452662195,0.36497587969939205,0.04326383821392279,0.0625340289107855,0.04595775656070202
0.04570446324333363,0.00035396535332263046,0.046661804744713514,0.10920168382672152,0.10484003344555841,0.0589677433488483,0.016411166972674814,0.02952725453798383,0.0064178493122884085,0.050539263181124644,0.15642312331720318,0.023917817115545352,0.0806234417231326,0.08377493232155415,0.0015289053619042807,0.06849568874964578,0.1232725632137794,0.07289063036022037,0.03934838808182883,0.035172042204856015,0.2860148158955156,0.038449854343924256,0.1707275521489226,0.05812161213735669
0.011185611356541695,0.014293266414192877,0.0233485205088747,0.04286417868083792,0.09560750106938583,0.10698244671155958,0.025618947317961015,0.005980188833251066,0.043469365090147816,0.06188600749996939,0.1166981522301431,0.032470091514897825,0.062452406164183155,0.05269133149536715,0.030967666378044777,0.22628292370771894,0.20710586086129396,0.10639590583907449,0.21103763674208317,0.22787388296003686,0.03932480711203759,0.09821807788444799,0.06550053251018066,0.03811072734587251
