Time,u,du
971.0,6.0,0.0
972.0,5.206197062468395,-1.6001754833485597
973.0,3.245877696162042,-2.303234857732644
974.0,0.7725705519979433,-2.652915872919447
975.0,-2.2012452118537937,-3.421578975659714
976.0,-5.730043650600977,-3.4126170049257634
977.0,-8.72434388201064,-2.325193389719789
978.0,-10.228827325585184,-0.5016870398007771
979.0,-9.754424693503005,1.7205589227253524
980.0,-7.707585776021055,1.9067163736854709
981.0,-6.002222193347828,1.4909641067615294
982.0,-4.662893398688998,1.1585337499866648
983.0,-3.623193629295855,0.896923186926046
984.0,-2.822959853303622,0.7107428618951799
985.0,-1.4301242187062144,2.366721903254211
986.0,1.2941010149938528,2.9638722455513946
987.0,4.19501850976908,2.678527130618196
988.0,6.633727782143141,2.026345122744738
989.0,8.162969105618952,0.7987715765344303
990.0,8.19344876231354,-1.0150273470993731
991.0,6.271301739674843,-2.69847026717586
992.0,3.977908405546165,-1.8377509146773878
993.0,2.4355956247849266,-1.2159155864517779
994.0,1.446464412388429,-0.7760684047485688
995.0,0.23467698430634953,-2.069732154932112
996.0,-2.0791501688057292,-2.388178945972362
997.0,-4.298677762483504,-1.9571562278170322
998.0,-5.848847843685307,-0.9928141605912337
999.0,-6.4196250868014,0.050026138343661215
1000.0,-5.678691461807354,1.5900011597970791
1001.0,-3.381130419083692,3.112443796082111
1002.0,-0.11379309329295881,2.6797897663219095
1003.0,2.035495155309987,2.200000361566058
1004.0,4.711527754972352,2.904820835799925
1005.0,7.333908161581369,1.9777460860923988
1006.0,8.589979918242848,0.3443736958352436
1007.0,8.076603308751618,-1.5860687316362687
1008.0,5.735999219107316,-2.5144785578615894
1009.0,3.6399495525065637,-1.6359744597122376
1010.0,2.242643431747778,-1.1233048378426291
1011.0,1.2998779327950873,-0.7448192586882066
1012.0,-0.2899122820029261,-2.304259764484772
1013.0,-2.728670441317475,-2.413997945245173
1014.0,-4.88357406656992,-1.7899795466991086
1015.0,-6.227234759011857,-0.7739046084158177
1016.0,-6.51899729593731,0.3948614887245825
1017.0,-5.383880167753798,2.052083116496605
1018.0,-2.6460719170903717,3.434694785646464
1019.0,0.10761002389266579,1.9806263110438649
1020.0,1.7899965834632174,2.0810246936040806
1021.0,4.2925846034776995,2.6791339849795826
1022.0,6.60676604845291,1.6316940996552547
1023.0,7.642102575909075,0.24156570952956563
1024.0,7.118397100611762,-1.4815801248473288
1025.0,4.855571422480362,-2.9260709308994257
1026.0,2.4389835420556008,-1.8950275212892966
1027.0,0.906737168678468,-1.142067278013788
1028.0,-0.10925950029767824,-1.5752753281807135
1029.0,-2.162099698306228,-2.2909464280613334
1030.0,-4.286180394669099,-1.7519864095221127
1031.0,-5.535463197418335,-0.7197123387571531
1032.0,-5.882975512595338,0.19273601686184136
1033.0,-5.038389413863904,1.7148876008188831
1034.0,-2.6725317466792733,3.097983378763248
1035.0,0.9041416940571507,4.038422733977035
1036.0,5.101235750750952,4.233438148546454
1037.0,9.10824835895529,3.5087755192235717
1038.0,11.899038948102747,1.711685681981947
1039.0,12.554884513523755,-0.8040686486051961
1040.0,10.916466678420433,-1.8424480406346413
1041.0,9.139628771118375,-1.6958190735939955
1042.0,7.534641735134266,-1.4648357125591154
1043.0,6.157519659924405,-1.2826240001795448
1044.0,4.95378144166309,-1.0792355656534551
1045.0,3.9828815402935636,-0.8632826782693109
1046.0,3.2075225928759434,-0.6629588865059101
1047.0,2.011743484938894,-2.2687774659607323
1048.0,-0.7182335839420804,-3.1054336490835177
1049.0,-3.826295950186114,-2.9965684018875716
1050.0,-6.595509716918871,-2.3483521658427566
1051.0,-8.455156064211076,-1.0964025676585618
1052.0,-8.822084593711235,0.6790729086829163
1053.0,-7.162436624722464,2.6470507722735808
1054.0,-4.90491046133722,1.860778215316731
1055.0,-3.309878219481206,1.297084852471765
1056.0,-2.224269442878336,0.8655217669953608
1057.0,-1.4166785078984194,1.4236078232050189
1058.0,0.6363597168046351,2.492361796774248
1059.0,3.134377713863521,2.3793916797600807
1060.0,5.287242169802577,1.8185215837275255
1061.0,6.652354808243184,0.7853242378571145
1062.0,6.881523276092871,-0.5799417230182972
1063.0,5.524278308184593,-2.310632210470358
1064.0,2.61674008614253,-2.870151273555666
1065.0,0.3238838048561068,-1.6740629624081507
1066.0,-1.0103334353478797,-1.5168435282304285
1067.0,-3.0898044088081575,-2.3685028113925033
1068.0,-5.238548753933264,-1.6429905876239237
1069.0,-6.328314112766083,-0.53597257362945
1070.0,-6.313139956407773,0.8161794732376577
1071.0,-4.80669035395401,2.3677902199548035
1072.0,-1.787010987432534,3.3202432015966776
1073.0,0.8331294517398923,1.8439362629323217
1074.0,2.6846144163297745,2.4263058272699585
1075.0,5.293744882529729,2.5101225277622157
1076.0,7.266784388361544,1.205159945305108
1077.0,7.829207101132953,-0.32370338549502853
1078.0,6.70311447090791,-2.1236991111909727
1079.0,4.039053431774449,-2.4478805739121428
1080.0,2.044087046216762,-1.5267003344065344
1081.0,0.8140328283043173,-0.9366117150981551
1082.0,-0.31947638187238786,-1.862311251232053
1083.0,-2.4593801013875596,-2.225004889689567
1084.0,-4.479352691648362,-1.622485574967548
1085.0,-5.6431889528821815,-0.6260909413001955
1086.0,-5.89387833207405,0.3356897722243072
1087.0,-4.893558163786314,1.8353405552159419
1088.0,-2.4180061638088017,3.202004028917412
1089.0,1.2012817614394116,4.035209326915978
1090.0,5.351114025347512,4.157984805518192
1091.0,9.241410546336308,3.3657456418300233
1092.0,11.8656505681088,1.54572608804313
1093.0,12.34658379453704,-0.9599811593125626
1094.0,10.693239834365158,-1.796028176683156
1095.0,8.955435369894357,-1.646731893402921
1096.0,7.407638835203805,-1.4511672574995715
1097.0,6.05466124748746,-1.2486773798346826
1098.0,4.877646139918802,-1.061350093008948
1099.0,3.9109843382926517,-0.8751122540649597
1100.0,3.1174644589486276,-0.7036087785301656
1101.0,1.7787970485111917,-2.3266139912688892
1102.0,-0.9992806370524674,-3.1066374214809334
1103.0,-4.108093954188363,-2.980660241416125
1104.0,-6.848385553920901,-2.3225638912292874
1105.0,-8.62508335163638,-1.0341247687382547
1106.0,-8.864499475974787,0.884969832458338
1107.0,-7.060493810873305,2.4874256245266855
1108.0,-4.916332320183679,1.8047292805863946
1109.0,-3.3712809215559,1.2247245099425081
1110.0,-2.32180177921228,0.8548615892062765
1111.0,-1.4397530127624332,1.565605877444544
1112.0,0.731845689041396,2.6098283605305577
1113.0,3.370820132524852,2.5479283556985264
1114.0,5.657465574661366,1.918156227695773
1115.0,7.116233875257247,0.8463545270815167
1116.0,7.367010220373242,-0.6721186011907752
1117.0,5.900600497904065,-2.4813424063358944
1118.0,3.1167768397249858,-2.3734592524083813
1119.0,1.1701322990829417,-1.4854179710962654
1120.0,-0.03315827434451347,-0.904530332282467
1121.0,-1.604646866249325,-2.2051507618126527
1122.0,-3.796319081920597,-2.0015914286646916
1123.0,-5.334000558303125,-0.9403039135574144
1124.0,-5.8860027977125595,-0.030037755411399927
1125.0,-5.305422643293574,1.377476619430504
1126.0,-3.27342747988519,2.8131246184269267
1127.0,0.07796988202058,3.897746608260111
1128.0,4.16437549816583,4.187036396110158
1129.0,8.2153857358054,3.711851930427489
1130.0,11.336655568133324,2.129690978029185
1131.0,12.47490360873646,-0.23131795941342856
1132.0,11.157640335110003,-1.8653583520799324
1133.0,9.406045771722681,-1.6994028676054351
1134.0,7.823473505353886,-1.451239606257348
