ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,ss13,ss14,ss15,ss16,ss17,ss18,ss19,ss20
0.0849387178574296,0.0589525113604638,0.03313173677981399,0.14037665471736246,0.3944583893931154,0.008130999728316131,0.11336557266158069,0.0030454676023527654,0.048647048263437125,0.08971743525067569,0.056623500693861316,0.044834845017263605,0.037979420833698825,0.23233404262849977,0.06730084444698625,0.19858515929021128,0.1849375907033973,0.012131685306597853,0.06583139415761223,0.09556451946715601
0.22317837161051973,0.001209280861353926,0.010222464833185988,0.05902066049491752,0.129588230279601,0.08103061782723558,0.09068997257280527,0.03569721903421592,0.10922800125965546,0.12269868965936,0.1230339468102036,0.007890500765051486,0.10511630580560022,0.07384881881552186,0.07052889460341306,0.009229490869374616,0.19161698934528318,0.13285245984154365,0.051647781154834455,0.03381238421768345
0.12091620117611641,0.06272133772346149,0.08226547088632587,0.29626697432907134,0.059562475619426236,0.14132870526715788,0.11663836630959158,0.24971340531529837,0.04864337191396351,0.06868200476995305,0.0611938134814989,0.0018030923549210852,0.07842348601764905,0.029480741117504244,0.014672429109824175,0.05472739247947227,0.032028915382324295,0.14121543686994323,0.002590536352828478,0.11517079584505124
0.02487267712033573,0.12530524889232994,0.06491214669094623,0.030158929764080265,0.26736001960115197,0.10375477080300899,0.03954790311123253,0.03531347520856079,0.12423631980813175,0.10560040637738168,0.031724683131649285,0.09031738184131978,0.05332361602660537,0.11748784280681646,0.00020264506944842492,0.19643614341859233,0.23455885478839977,0.08072893025652879,0.042707036627020585,0.07763388617239195
0.0015355523595348226,0.1994821489118763,0.04692427330120612,0.3786524350354811,0.264835315077072,0.020465366542503912,0.08562535172802017,0.21080007608605456,0.08293038487012863,0.00443320599109361,0.06133956269902936,0.01761771697629101,0.009679573626862134,0.3136585748306728,0.05074410661383937,0.04536295321815277,0.14560922139316923,0.06154954344055631,0.10402930918804666,0.11479621258771495
0.12131849596128302,0.08172217715027545,0.20296787359204058,0.21537835978769987,0.330368819470675,0.05625411549934625,0.08385566229815306,0.03003799801503212,0.04405403642184497,0.10104983204469625,0.057895854662824486,0.11930419270680277,0.16586066485925532,0.07016461007011125,0.06115593316095811,0.21438175627157638,0.1299987238540363,0.1070866572482311,0.12954277423475655,0.06388980554211705
0.06014217577347363,0.0013899627472768342,0.001153517615785092,0.15588216676820776,0.3749085552011472,0.15346313100389167,0.24724556655621738,0.08940041981347836,0.12585264446725195,0.036876102232833906,0.10284629151473626,0.012461099285232166,0.07189416455385324,0.0721109578017792,0.009929947005665992,0.09950801022993733,0.05018959718237711,0.0773828579376606,0.022738284731824397,0.06891342193040587
0.020463895333533696,0.026026033411817823,0.15403313850638467,0.1381295643088272,0.3211095506339944,0.15282917747052674,0.16824532562187106,0.13753023686331767,0.1278825908660098,0.012441098649373105,0.3174419517524768,0.09043161278476548,0.1634198832266771,0.17925590561299448,0.12312970519625824,0.06212595605990443,0.11776029569322506,0.115744231235297,0.0538162649404428,0.010026096232076724
0.07290530025456649,0.03618959970155756,0.026939219388760968,0.02217914438925557,0.5416562143085433,0.12584594989880893,0.028302992206628724,0.05894700654605119,0.08422377587508323,0.02060503879208485,0.07111713371163676,0.06691817692847286,0.022837166303686925,0.031278793307271784,0.17822051617264523,0.11380527263636009,0.2863495707252304,0.120190422527669,0.14144328655579366,0.0375097703548655
0.010269013762403223,0.010207542021713046,0.24483556521387212,0.04267155613000269,0.2568859823830453,0.08335654318431031,0.03753096168708469,0.05595961033047273,0.08338199389223423,0.00846743940630982,0.18210676857561478,0.0450322645612989,0.3258630825632265,0.12155788355617488,0.047902644663265326,0.0005953907927940751,0.13393149151592468,0.11601216105246397,0.001484778084958632,0.1437138685845832
0.07427391582206962,0.09053043190144405,0.15661074471607217,0.14825888046037072,0.3732475781939879,0.06663315863835384,0.013544216901322783,0.02168217765915527,0.10655624564693152,0.08204356264504574,0.06450946775384336,0.055109861246138425,0.08954735761839833,0.07050015855640596,0.14065737551382715,0.05454967906794901,0.04583591449722492,0.13448730692840977,0.15933897549649473,0.14430019804427643
0.010796878334090054,0.12433602277325814,0.05476348614388707,0.1711282195442243,0.24646233970751472,0.04416280370568325,0.21827010365320434,0.15185005106010924,0.09497315352886912,0.05456410202509007,0.06137418882144237,0.028072508232848074,0.11986897719992226,0.0733506012509162,0.18064621999149175,0.08445515794705702,0.15303021282356383,0.05890244480334057,0.005556397651805314,0.01250905028082502
0.03392424636274532,0.0550237696490485,0.07874416338747275,0.09323859962564944,0.18646376402921908,0.09675548592228059,0.2565668367811205,0.006975713479709577,0.061662818673116106,0.04747888586160529,0.011511262480360098,0.09181490646427666,0.08990224426644645,0.023963851119297813,0.02649158833914524,0.14563602518677637,0.06579151563949603,0.14156981182032818,0.16596510689621413,0.07821549143353512
0.13255404123895664,0.20984599939206613,0.014614397900550477,0.28186878118668124,0.4019012439826773,0.041278894574976056,0.02879215535248706,0.31664139673727754,0.1316574555070163,0.17445978282978952,0.02799606223257913,0.03339419834032132,0.15065427451771582,0.038102043631422874,0.010503743952681372,0.0035851140002535445,0.20567738101365754,0.007337508386117022,0.12369135998462971,0.035825548802309586
0.03397775113087855,0.10216444972115109,0.010046379423455473,0.13811567452184897,0.10165550154742119,0.002285149740616905,0.008956037508253644,0.19292792861002112,0.25099268435999683,0.07998119583648365,0.006705382472430108,0.07803238224419251,0.027565993729858036,0.03452490238053636,0.07966602413438392,0.21214650758445117,0.05407472372902011,0.050694751569520205,0.1461534604243272,0.019616630996238775
0.03821314790162745,0.23165860505866226,0.10517476835291666,0.18469700281218498,0.3005515752593834,0.08983918596341274,0.015950736644793413,0.09886830979559383,0.13769942634833487,0.14771014867258916,0.02170086201336898,0.09805015038873968,0.22283892778920383,0.07866080978193872,0.03658126951896272,0.13317719881028628,0.027858093488709434,0.032511827483832224,0.01733817474876129,0.2638740292930342
0.003157787110522016,0.05281477935313999,0.07866467851423414,0.3065246497640333,0.013619757526178332,0.0778905393234012,0.0074528306642773455,0.03473739969676853,0.2629944769871717,0.08124539247781765,0.03625416100353919,0.13451476723470218,0.11904614627123394,0.23942430098735212,0.03890176655204183,0.18345364670201408,0.16764170480109813,0.14470741949788368,0.07754504083440329,0.059254363396432155
0.11002772945153574,0.09524145805164677,0.011176202110391562,0.11306908329460881,0.4503603101000402,0.005011419794275369,0.08437324290419164,0.05659546193139605,0.16749814849978154,0.119893681469053,0.04167705690505018,0.13084774613829878,0.10028383587290653,0.07167662489019483,0.08275026323072374,0.07550647175435657,0.1106640705359118,0.25447789416165306,0.08054114530317869,0.051260024575585
0.05866541468680199,0.03284017404720627,0.00955385431616858,0.18383052592524493,0.3466169763427917,0.0707240438349709,0.06154894921324948,0.09306130979915443,0.21190763460785964,0.08570483965995616,0.026672352272340286,0.14304955179310347,0.12709728552199515,0.015726819010306044,0.02455251710643383,0.08410073503588641,0.03814751608909263,0.13426683735745684,0.016476469065337115,0.05008958958387151
0.05382994633408812,0.004527897696815668,0.035526086333264296,0.08088285661542045,0.5576056673441945,0.07691014547279067,0.19426722564942545,0.05352200501127574,0.023681965052112623,0.08478295039828146,0.0437307394939443,0.056189045765636235,0.07436613662828913,0.06284901027055938,0.08138830520496307,0.07771276232971618,0.04959883414617976,0.09099725897979961,0.014287212896991548,0.15289351950185515
0.02112804428016413,0.08496538178985709,0.04796810591916357,0.06369116325691616,0.2616650998477796,0.06989077315553895,0.08865775480061312,0.22410678340342383,0.13761696944139287,0.04821845973363265,0.09756053309096994,0.015098280880442518,0.20352421327318723,0.024693853589960693,0.03687563775917683,0.08305953097091881,0.07558010252624638,0.15617222407147005,0.043695251609143254,0.2836693444836762
0.08114869565693782,0.09320058131201196,0.08806466379876711,0.14039497054077704,0.2611133256152276,0.085190408820946,0.04785355902086141,0.11333381922974507,0.09506934866219628,0.026031917413757183,0.2463350932738188,0.11311851482658583,0.04163326598733173,0.0524475250064539,0.24403727550487225,0.192670785119386,0.12271357367284391,0.11539725747590274,0.06133175213378245,0.022826143194259726
0.0588340175753586,0.04090862086317534,0.002192544875003501,0.20267990475533812,0.2319697081911172,0.28657198056117206,0.17021021378608786,0.08186041926565917,0.18531300321493993,0.10334954525395885,0.08289333933888206,0.14134749708287137,0.1875193808870228,0.0661232503590662,0.06491594046624785,0.32708502355237307,0.04489598417381774,0.15930917340849696,0.001799328964065396,0.13835375429154298
0.012709388220535255,0.07523248647444082,0.07121098011310523,0.060735314235629265,0.3163943836824817,0.26673796559755303,0.11501126869981597,0.07651341347634293,0.0494980991275824,0.12167344837915556,0.02071414494531325,0.09212534730041756,0.1332343690095556,0.011908863010503054,0.014110300368830766,0.0043523603760547164,0.07163348825513428,0.1055914402844188,0.10633614055884617,0.048635503488140476
0.008649288843226396,0.27627343385019437,0.08559034853284833,0.15502168805933478,0.46086485888860945,0.12044784521928265,0.09015271133267255,0.06333183613941819,0.04432391929894616,0.0433469164493862,0.12629718569104845,0.10928911594822383,0.2172053226771345,0.09599728472353103,0.002213745885565176,0.050368758705140224,0.2609049584462684,0.13415193560855102,0.007085561253220206,0.10678774065460443
0.15359396772898437,0.07904262976612078,0.05821245518476436,0.27211237364667146,0.00959491400167974,0.024544119288382096,0.07602332284474365,0.037144277306840806,0.06528978890926371,0.1695159347847055,0.04471763612094509,0.14567137455894685,0.1328442886807336,0.1174424864952674,0.01760590957347223,0.03263057984202755,0.05202684245915768,0.18426109528791304,0.13820152025191176,0.0015310738071012133
0.019555606842461368,0.02853574575369531,0.08739567230565459,0.06310461622480057,0.19134213472551576,0.04105490172006583,0.08554603698561972,0.016489384009706953,0.12883818939144737,0.08579787286573431,0.023143395579817278,0.06926714863897124,0.06869718076644009,0.0881488116939516,0.007602174751188118,0.09869026784824504,0.18174469608197663,0.08257591881635103,0.035479075950816924,0.18223880528828004
0.02503440946074392,0.10610048532442469,0.1261502543570699,0.009302803099094282,0.07906711476217822,0.04636226357947036,0.06942418503386773,0.1969518072390351,0.0425859929309096,0.10730839215285576,0.023612168174725296,0.13774095995785077,0.14747116488775944,0.02661050190546916,0.06040668555317914,0.25336434092724186,0.25162984103167557,0.1197081383272919,0.009877131075940853,0.02790096036888495
0.06420341078597536,0.0161246724581566,0.14006058034533783,0.1844786100708457,0.4313791659574095,0.0939269130745447,0.0001598696731626827,0.055720345366418456,0.1861651396168664,0.14250407394079956,0.05665854800692035,0.03719110661891178,0.16659746650560125,0.03307456930275898,0.001501550782517731,0.2295361485115739,0.12903005292322645,0.07009425124669084,0.012923384035137353,0.11203255037170975
0.033921198346276965,0.08926012136583128,0.12786083609540932,0.05460816661285728,0.45502478002526725,0.17028768318592977,0.016639111149884436,0.2249984501769051,0.16110904409742677,0.060138096661998736,0.04829402738652742,0.028290727203774645,0.07535233062205492,0.013013175364014588,0.17557435855607625,0.22875419544120051,0.09863883883994,0.04878524441754775,0.050779989490025434,0.04099190063133547
0.2878963853899117,0.012577063830229511,0.13198743007798333,0.1426943344247144,0.1247370551587868,0.06259380243924123,0.04913021697842873,0.0001354686157260893,0.07484246545418759,0.05888722571652536,0.04573594854513208,0.015376156451194748,0.11103882849646886,0.09035838486298292,0.04066470086159148,0.10734329668030433,0.2945709902977794,0.19106009941076754,0.12060315595800378,0.18414587730139076
0.005904635040974285,0.048770743146278335,0.0761326229387803,0.23595869213609863,0.2957629509344948,0.09939899010839086,0.09162350179587027,0.027394200047206014,0.03853779661415857,0.0690090965037998,0.03449577638720001,0.10433653522980783,0.24943393757154259,0.06539842414883057,0.004813558578398057,0.16985210036903697,0.14412412339181707,0.07354559013692163,0.13326670376415847,0.015513003135103396
0.21753579249767233,0.04307310824968745,0.20194368805020793,0.10045681375679859,0.030860550496965913,0.19958307470115602,0.030787407173409647,0.046640182262357846,0.05039847644370969,0.08223856900753045,0.02040788209054867,0.013836922413300392,0.1258951433964241,0.04619861499401415,0.026255442377989047,0.028950011936183906,0.34113529321918473,0.0932651400279495,0.08150396761208356,0.29023894208207895
0.021398406759434524,0.029252562642525067,0.1288764120368605,0.049076300367595256,0.2300384144001452,0.05668955025236626,0.15281028739048513,0.1303404629556205,0.10144338594232975,0.15086888941633736,0.17310522745029425,0.19563005180691243,0.14722991131835902,0.019351545827401707,0.2339313797520028,0.18477667470226472,0.03343424067867148,0.036318991124076654,0.00853163188852445,0.1727475012084173
0.05584172055514988,0.10643023843227006,0.03431379956789359,0.11585751288333085,0.46631746055128026,0.27880610745634227,0.03371237822950464,0.007029695261075241,0.18327996096788887,0.1873473453330629,0.09747024812831627,0.07141417167077141,0.1766473691095633,0.08359940695120059,0.027742374522365845,0.04675912639627352,0.04291066022192219,0.15919754837748512,0.06923986103730059,0.013017260685584049
0.004090352972427616,0.15826906802679383,0.07868552378366676,0.2310452379065569,0.4245791486473964,0.01677735768967863,0.1434733713651315,0.04973642528663008,0.15488672265073716,0.1522144101051749,0.062061476276520755,0.1632681288801058,0.053803612716797344,0.039505457873013246,0.07964376592486162,0.012744215761639258,0.019980189558073482,0.01177403347959387,0.016715279995599276,0.027517397695800024
0.03470256440169283,0.015123478776940293,0.0042819547267192145,0.18796585281703898,0.07106820322392714,0.01375160792222011,0.010931321970906975,0.18564985214910643,0.19426360195169037,0.0883114639980762,0.066719593059082,0.11135055754139773,0.045486094475950305,0.060597497402928205,0.05808850805876258,0.03454105613860411,0.253007632244386,0.23962728420377527,0.10990349288079125,0.09405540292618518
0.14440110614169177,0.030850121592800674,0.11616126042103872,0.0063598637962075785,0.18033222002665422,0.10012860736171814,0.029031279054640164,0.061692711794936884,0.11777716012369802,0.1598397354902633,0.030373925353938958,0.013537973491596729,0.1703065626041708,0.04729464081169583,0.10849068540256776,0.09134730495364723,0.02593460913719857,0.21502267655842494,0.0653750704948914,0.043785876137737295
0.08057419645671458,0.1252143323912551,0.10697859806775815,0.04783199586008507,0.41673355056550887,0.1759476465580224,0.023190823520861083,0.053025104021485796,0.06941630369149585,0.11677207408460036,0.09877603726737967,0.0637523650162156,0.0989283849312454,0.1266294038624995,0.01833075370123712,0.10631884007816757,0.1165484210291854,0.23489005430926946,0.1421172776056588,0.016214699456476495
0.0706771193156123,0.024520413144692894,0.031017787219798164,0.254243676508043,0.4643165750877623,0.05386501344916692,0.2629586939043831,0.02726986079054765,0.16110621772593525,0.05243126424765406,0.06980112159751349,0.1300104335631729,0.14947942178989432,0.01895391065089428,0.055113353576071854,0.019006453132594088,0.09215572038418793,0.22112893696572258,0.11257796031346927,0.016598204898672878
0.03235549203910984,0.09158234711941786,0.04156042935631818,0.15182049739205858,0.32088573355792743,0.02982039562849036,0.048544793733195514,0.065066367157205,0.03896567643132806,0.02131764243803038,0.22439588806638852,0.09882585314810803,0.034740835243929534,0.011064487123762293,0.017311185674328662,0.28124763640342715,0.1932276398580333,0.12286257651419914,0.024855697943266655,0.00940791974984646
0.01277528597204986,0.053837894660583877,0.03624195091908429,0.0011046698731444371,0.3588862529039418,0.11117378630394197,0.07988824098869121,0.03021213564799703,0.11926779469839643,0.04213205706525912,0.01802271336650737,0.07298863044795019,0.25648449928872347,0.023592886017992552,0.1951079214178441,0.03662969021946395,0.0383053829207545,0.08473972516661428,0.07434460846413776,0.011475977314290951
0.010213162638574242,0.03766893579799587,0.11948763679962089,0.020825217306676094,0.25352012896806797,0.0937372694429144,0.11585283122493532,0.010284299862136224,0.05305938292226348,0.1656714520082219,0.10689638879567696,0.16298655605755508,0.10760337860217238,0.16218162215263818,0.07088626376020701,0.07072028977130321,0.17375609994693234,0.08501267258180945,0.004572524872637653,0.02528491533835248
0.06067513819943029,0.14316489383283051,0.004677568861152612,0.09955216565775865,0.45211324890843585,0.015177826634630676,0.09913280203156215,0.29768900707105966,0.010571674169374861,0.061162766616471284,0.02645362582909573,0.02066517597721867,0.21048436374471186,0.0632583693962588,0.11745099285173556,0.17748290738747996,0.019351067789543947,0.04085963030247729,0.1437007785069246,0.07593348208574714
0.01704001761610636,0.07625050100173508,0.18279459845667897,0.15561716043531393,0.0530241187968538,0.18720634627946522,0.047361143927412676,0.038188547319725465,0.09409555183208046,0.12364550567691812,0.06319942367705557,0.11387721792088762,0.21367391899817922,0.027876364901506186,0.03779182188404513,0.11354186357811778,0.12233494444216805,0.25723430079621434,0.05680605040270639,0.023495452273432537
0.09883512552766399,0.048585228469195454,0.01080099757181189,0.035256392464031026,0.516022989551301,0.18639245737538568,0.007355064343276522,0.08747588755078622,0.014525813768459657,0.030530046822662027,0.0036023506406078713,0.10590545052061334,0.05677987857025481,0.05633553497255032,0.0473126604888307,0.27671389045947137,0.21132694832728774,0.10107826998870488,0.02209448316531611,0.08544421081147693
